l8, 16004.8, 16007, 404.167
l8, 16007, 16008, 606.25
l8, 16008, 16009.4, 1212.5
l7, 10531.3, 11747, 22.5655
l7, 11747, 13418.9,1250
l7, 13418.9, 14601.6, 33.9329
l7, 14601.6, 15043.8,1250
l7, 15043.8, 15056.2, 39.8862
l7, 15056.2, 15083.5, 41.2429
l7, 15083.5, 15108.2, 42.6952
l7, 15108.2, 15208.2,1250
l7, 15208.2, 15218.7, 47.7381
l7, 15218.7, 15226.1,1250
l7, 15226.1, 15264.9, 51.8181
l7, 15264.9, 15355.9,1250
l7, 15355.9, 15363.9, 59.4376
l7, 15363.9, 15416,1250
l7, 15416, 15428.9, 83.0493
l7, 15428.9, 15454.6, 89.156
l7, 15454.6, 15457.2, 114.387
l7, 15457.2, 16009.4,1250
l6, 15218.7, 15226.1, 49.6852
l6, 15226.1, 15264.9,1250
l6, 15264.9, 15325.2, 54.1211
l6, 15325.2, 15355.9, 56.6497
l6, 15355.9, 15386.3,1250
l6, 15386.3, 15400.2, 65.8857
l6, 15400.2, 15428.9,1250
l6, 15428.9, 15446.4, 89.1389
l6, 15446.4, 16009.4,1250
l0, 188.436, 448.229, 1212.5
l0, 448.229, 1279.73,1250
l0, 1279.73, 1287.44, 121.25
l0, 1287.44, 1489.73,1250
l0, 1489.73, 2425.92, 93.2692
l0, 2425.92, 3457.03, 101.042
l0, 3457.03, 3677.03, 110.227
l0, 3677.03, 3922.4, 121.25
l0, 3922.4, 3976.4, 134.722
l0, 3976.4, 4016.4, 151.563
l0, 4016.4, 4136.4, 173.214
l0, 4136.4, 4158.9, 202.083
l0, 4158.9, 4192.23, 242.5
l0, 4192.23, 4201.6, 303.125
l0, 4201.6, 4206.65, 404.167
l0, 4206.65, 4217.56, 606.25
l0, 4217.56, 4226.84, 1212.5
l0, 4226.84, 16009.4,1250
